index;filename;m_timestamp;total_coverage;current_coverage;total_coverage_own_finds
;id:000595,src:000000,op:flip1,pos:6553;2019-10-29 13:44:34.713858;0.0;5979;776;106
;id:000757,src:000000,op:flip1,pos:7280;2019-10-29 13:44:34.713858;0.0;5979;2236;19
;id:001098,src:000000,op:arith8,pos:6365,val:+19;2019-10-29 13:44:34.713858;0.0;5979;2388;63
;id_0_7_000847;2019-10-29 14:48:16.703456;0 days 00:30:44.435053;5979;2437;180
;id:001380,src:000000,op:havoc,rep:128;2019-10-29 13:44:34.713858;0.0;5979;458;90
;id_0_4_000284_cov;2019-10-29 14:19:02.003582;0 days 00:01:29.735179;5979;746;74
;id:000173,src:000000,op:flip1,pos:701,+cov;2019-10-29 13:44:34.713858;0.0;5979;2332;8
;id_2_9_002067;2019-10-29 22:34:13.302737;0 days 08:16:41.034334;5979;1864;251
;id_0_2_000075;2019-10-29 14:15:39.561433;0.0;5979;2415;91
;id:000174,src:000000,op:flip1,pos:706;2019-10-29 13:44:34.713858;0.0;5979;2324;0
;id_0_7_000613;2019-10-29 14:36:49.845776;0 days 00:19:17.577373;5979;381;24
;id_0_7_000183;2019-10-29 14:16:49.832791;0.0;5979;1564;91
;id:000739,src:000000,op:flip1,pos:7208;2019-10-29 13:44:34.713858;0.0;5979;2369;54
;id_2_10_002316_cov;2019-10-29 23:18:21.065772;0 days 09:00:48.797369;5979;724;221
;id_1_9_001235;2019-10-29 16:35:08.433978;0 days 02:17:36.165575;5979;2273;212
;id:000264,src:000000,op:flip1,pos:1497;2019-10-29 13:44:34.713858;0.0;5979;2325;0
;id_0_7_000920;2019-10-29 14:51:23.421737;0 days 00:33:51.153334;5979;750;87
;id_0_2_000241;2019-10-29 14:17:43.308302;0 days 00:00:11.039899;5979;2413;92
;id_2_10_002314;2019-10-29 23:15:54.279158;0 days 08:58:22.010755;5979;1853;179
;id_0_2_000161;2019-10-29 14:16:26.337006;0.0;5979;2419;149
;id:001226,src:000000,op:arith16,pos:1522,val:-23;2019-10-29 13:44:34.713858;0.0;5979;2331;6
;id:000487,src:000000,op:flip1,pos:6345;2019-10-29 13:44:34.713858;0.0;5979;674;68
;id_3_11_003319_cov;2019-10-30 09:50:25.210830;0 days 19:32:52.942427;5979;1691;512
;id_0_7_000739;2019-10-29 14:47:52.447679;0 days 00:30:20.179276;5979;840;308
;id_3_2_003027_cov;2019-10-30 07:08:17.226767;0 days 16:50:44.958364;5980;467;101
;id:000888,src:000000,op:flip2,pos:6965;2019-10-29 13:44:34.713858;0.0;5980;2368;44
;id_1_7_001232;2019-10-29 16:34:30.910330;0 days 02:16:58.641927;5980;2114;212
;id:000364,src:000000,op:flip1,pos:5874;2019-10-29 13:44:34.713858;0.0;5980;2325;0
;id:001115,src:000000,op:arith8,pos:6485,val:+11;2019-10-29 13:44:34.713858;0.0;5980;2351;26
;id_2_6_002200;2019-10-29 23:05:00.865339;0 days 08:47:28.596936;5980;1753;493
;id:000188,src:000000,op:flip1,pos:812;2019-10-29 13:44:34.713858;0.0;5980;2325;0
;id_1_1_001187;2019-10-29 16:30:28.960600;0 days 02:12:56.692197;5980;2338;208
;id:000219,src:000000,op:flip1,pos:935;2019-10-29 13:44:34.713858;0.0;5980;2323;0
;id:000196,src:000000,op:flip1,pos:828;2019-10-29 13:44:34.713858;0.0;5980;2325;0
;id:001410,src:000000,op:havoc,rep:8;2019-10-29 13:44:34.713858;0.0;5980;2333;10
;id_3_7_003053;2019-10-30 07:26:11.676586;0 days 17:08:39.408183;5980;1743;554
;id_0_2_000164;2019-10-29 14:16:27.064999;0.0;5980;2430;157
;id_3_5_003274;2019-10-30 08:50:11.212868;0 days 18:32:38.944465;5980;1689;485
;id_0_8_000504_cov;2019-10-29 14:26:50.059290;0 days 00:09:17.790887;5981;628;84
;id_3_6_002795_cov;2019-10-30 04:29:53.732984;0 days 14:12:21.464581;5983;720;87
;id_1_6_001807;2019-10-29 18:29:39.401245;0 days 04:12:07.132842;5983;998;171
;id_4_6_003386;2019-10-30 12:09:20.617283;0 days 21:51:48.348880;5983;609;79
;id_4_10_003450;2019-10-30 13:39:58.751055;0 days 23:22:26.482652;5983;2330;302
;id_0_8_001025;2019-10-29 15:23:32.578165;0 days 01:06:00.309762;5983;420;73
;id_1_10_001883;2019-10-29 19:12:06.593213;0 days 04:54:34.324810;5983;2187;215
;id_3_11_003277;2019-10-30 08:53:48.142812;0 days 18:36:15.874409;5983;729;223
;id:000514,src:000000,op:flip1,pos:6385;2019-10-29 13:44:34.713858;0.0;5983;686;68
;id_2_8_002288;2019-10-29 23:15:25.639429;0 days 08:57:53.371026;5983;1720;501
;id_2_11_002246;2019-10-29 23:09:12.582955;0 days 08:51:40.314552;5983;731;230
;id_2_1_002122;2019-10-29 22:53:32.135878;0 days 08:35:59.867475;5983;731;229
;id:000503,src:000000,op:flip1,pos:6361;2019-10-29 13:44:34.713858;0.0;5983;2290;28
;id_0_9_000590;2019-10-29 14:34:45.246922;0 days 00:17:12.978519;5983;746;243
;id_2_12_002538_cov;2019-10-30 00:29:56.101015;0 days 10:12:23.832612;5983;1664;484
;id:000334,src:000000,op:flip1,pos:4757,+cov;2019-10-29 13:44:34.717858;0.0;5983;2342;18
;id_3_7_003327;2019-10-30 10:02:01.156276;0 days 19:44:28.887873;5983;809;104
;id_3_11_003279;2019-10-30 08:58:19.616239;0 days 18:40:47.347836;5983;1772;548
;id_0_7_000781;2019-10-29 14:47:52.515679;0 days 00:30:20.247276;5983;844;311
;id:000269,src:000000,op:flip1,pos:1545,+cov;2019-10-29 13:44:34.717858;0.0;5983;2325;2
;id_2_8_002714;2019-10-30 02:18:50.067199;0 days 12:01:17.798796;5983;640;59
;id_2_4_002089;2019-10-29 22:38:49.088162;0 days 08:21:16.819759;5983;712;111
;id_0_7_000174;2019-10-29 14:16:35.592921;0.0;5983;1500;80
;id_1_9_001852;2019-10-29 18:47:34.983047;0 days 04:30:02.714644;5983;2356;214
;id_1_8_001578;2019-10-29 17:26:06.477231;0 days 03:08:34.208828;5983;2279;242
;id:000240,src:000000,op:flip1,pos:1055,+cov;2019-10-29 13:44:34.717858;0.0;5983;2327;2
;id_2_8_002017;2019-10-29 21:43:11.339526;0 days 07:25:39.071123;5983;2461;200
;id_0_10_000620;2019-10-29 14:37:30.609401;0 days 00:19:58.340998;5983;638;41
;id_1_8_001585;2019-10-29 17:26:25.049056;0 days 03:08:52.780653;5983;2260;244
;id:000321,src:000000,op:flip1,pos:4660;2019-10-29 13:44:34.717858;0.0;5983;2321;5
;id_3_11_003281_cov;2019-10-30 08:58:20.916227;0 days 18:40:48.647824;5990;1780;568
;id_3_3_002742;2019-10-30 02:59:27.180105;0 days 12:41:54.911702;5990;791;83
;id:000638,src:000000,op:flip1,pos:6645;2019-10-29 13:44:34.717858;0.0;5990;2326;1
;id_1_6_001286;2019-10-29 16:40:55.166723;0 days 02:23:22.898320;5990;2142;273
;id_0_4_000978;2019-10-29 15:08:45.814963;0 days 00:51:13.546560;5990;943;123
;id:000180,src:000000,op:flip1,pos:769,+cov;2019-10-29 13:44:34.717858;0.0;5990;1062;53
;id:001108,src:000000,op:arith8,pos:6468,val:+9,+cov;2019-10-29 13:44:34.717858;0.0;5992;2349;31
;id:000958,src:000000,op:flip4,pos:6845;2019-10-29 13:44:34.717858;0.0;5992;2365;40
;id_0_000466;2019-10-29 14:24:19.064676;0 days 00:06:46.796273;5992;337;54
;id:000215,src:000000,op:flip1,pos:926,+cov;2019-10-29 13:44:34.717858;0.0;5992;2333;8
;id:000072,src:000000,op:flip1,pos:357;2019-10-29 13:44:34.717858;0.0;5992;2324;0
;id_0_2_000061;2019-10-29 14:15:33.645487;0.0;5992;2403;81
;id_3_12_003123;2019-10-30 07:47:04.988690;0 days 17:29:32.720287;5992;1677;496
;id_0_2_000271;2019-10-29 14:18:24.691924;0 days 00:00:52.423521;5992;2387;91
;id:000293,src:000000,op:flip1,pos:4340,+cov;2019-10-29 13:44:34.717858;0.0;5992;2325;0
;id:000538,src:000000,op:flip1,pos:6445;2019-10-29 13:44:34.717858;0.0;5992;2356;31
;id_3_8_003065;2019-10-30 07:26:15.972546;0 days 17:08:43.704143;5992;1718;545
;id:000095,src:000000,op:flip1,pos:384;2019-10-29 13:44:34.717858;0.0;5992;2325;0
;id:000086,src:000000,op:flip1,pos:364,+cov;2019-10-29 13:44:34.717858;0.0;5992;2331;6
;id_1_3_001068;2019-10-29 16:03:09.743757;0 days 01:45:37.475354;5992;2387;119
;id_0_7_000637;2019-10-29 14:39:24.500354;0 days 00:21:52.231951;5992;759;75
;id_1_4_001754;2019-10-29 18:01:30.761214;0 days 03:43:58.492811;5992;621;44
;id_0_7_000614;2019-10-29 14:36:49.845776;0 days 00:19:17.577373;5992;380;23
;id_2_12_002423_cov;2019-10-29 23:32:12.417904;0 days 09:14:40.149501;5992;1533;436
;id_3_1_002846;2019-10-30 05:22:02.243312;0 days 15:04:29.974909;5992;361;57
;id_3_12_003231;2019-10-30 08:18:18.362993;0 days 18:00:46.094590;5992;1674;492
;id_0_1_001037;2019-10-29 15:28:02.551549;0 days 01:10:30.283146;5992;2293;46
;id_1_12_001135;2019-10-29 16:28:17.857829;0 days 02:10:45.589426;5992;784;268
;id_3_4_002770;2019-10-30 03:53:25.373636;0 days 13:35:53.105233;5992;715;150
;id:001051,src:000000,op:arith8,pos:1632,val:-20,+cov;2019-10-29 13:44:34.717858;0.0;5992;2335;10
;id_3_3_002955;2019-10-30 06:14:19.317445;0 days 15:56:47.049042;5992;1716;500
;id:001195,src:000000,op:arith8,pos:7200,val:-31;2019-10-29 13:44:34.717858;0.0;5992;2352;79
;id_3_10_003179;2019-10-30 08:18:12.327050;0 days 18:00:40.058647;5992;1836;635
;id:001260,src:000000,op:int8,pos:7204,val:-128;2019-10-29 13:44:34.717858;0.0;5992;2374;67
;id_3_10_003194;2019-10-30 08:18:13.979034;0 days 18:00:41.710631;5992;1810;608
;id_2_9_001971_cov;2019-10-29 20:47:18.683346;0 days 06:29:46.414943;5993;648;73
;id:000899,src:000000,op:flip2,pos:7200;2019-10-29 13:44:34.717858;0.0;5993;2270;46
;id_1_001090;2019-10-29 16:27:48.586103;0 days 02:10:16.317700;5993;2389;126
;id_2_2_002514;2019-10-30 00:26:04.259212;0 days 10:08:31.990809;5993;591;61
;id:000291,src:000000,op:flip1,pos:4336;2019-10-29 13:44:34.717858;0.0;5993;2325;0
;id:000765,src:000000,op:flip2,pos:4,+cov;2019-10-29 13:44:34.717858;0.0;5993;427;91
;id_2_10_002455;2019-10-29 23:43:22.243526;0 days 09:25:49.975123;5993;2292;210
;id_3_10_003314;2019-10-30 09:50:15.410922;0 days 19:32:43.142519;5993;1750;582
;id_2_2_002093;2019-10-29 22:40:08.683417;0 days 08:22:36.415014;5993;762;93
;id_2_12_002584_cov;2019-10-30 00:46:51.743384;0 days 10:29:19.474981;5993;1795;584
;id_3_10_003317_cov;2019-10-30 09:50:18.130896;0 days 19:32:45.862493;5996;1748;577
;id_2_10_002634;2019-10-30 01:14:28.855678;0 days 10:56:56.587275;5996;2424;243
;id_2_3_002083_cov;2019-10-29 22:38:40.976238;0 days 08:21:08.707835;5998;1732;116
;id_0_7_000184;2019-10-29 14:16:49.892791;0.0;5998;1547;96
;id_0_2_000319;2019-10-29 14:20:28.254793;0 days 00:02:55.986390;5998;2382;71
;id_1_12_001137;2019-10-29 16:28:17.857829;0 days 02:10:45.589426;5998;784;268
;id:001362,src:000000,op:havoc,rep:8;2019-10-29 13:44:34.717858;0.0;5998;2357;33
;id:000720,src:000000,op:flip1,pos:7200,+cov;2019-10-29 13:44:34.717858;0.0;5998;2363;55
;id_0_2_000260;2019-10-29 14:18:00.184148;0 days 00:00:27.915745;5998;2411;87
;id_2_4_002549;2019-10-30 00:33:47.142826;0 days 10:16:14.874423;5998;781;134
;id_2_1_002050;2019-10-29 22:26:37.102961;0 days 08:09:04.834558;5999;1841;167
;id_2_3_002193;2019-10-29 23:04:58.517361;0 days 08:47:26.248958;5999;1760;499
;id_1_6_001654_cov;2019-10-29 17:46:06.117936;0 days 03:28:33.849533;5999;1698;444
;id_2_9_002033_cov;2019-10-29 22:08:54.884908;0 days 07:51:22.616505;5999;2406;188
;id:001130,src:000000,op:arith8,pos:6565,val:+17;2019-10-29 13:44:34.717858;0.0;5999;2363;39
;id_2_8_002016;2019-10-29 21:43:11.323526;0 days 07:25:39.055123;5999;2462;203
;id:000554,src:000000,op:flip1,pos:6481;2019-10-29 13:44:34.717858;0.0;5999;2326;1
;id_2_6_002199_cov;2019-10-29 23:05:00.813339;0 days 08:47:28.544936;6000;1750;491
;id:000400,src:000000,op:flip1,pos:6165;2019-10-29 13:44:34.717858;0.0;6000;2334;9
;id_3_002944;2019-10-30 06:09:19.604294;0 days 15:51:47.335891;6000;1848;609
;id_1_9_001575;2019-10-29 17:25:49.241393;0 days 03:08:16.972990;6000;1862;190
;id_3_9_002923;2019-10-30 06:05:59.654195;0 days 15:48:27.385792;6000;1690;486
;id_2_12_002669;2019-10-30 01:49:53.047568;0 days 11:32:20.779165;6000;1356;332
;id_0_6_000423;2019-10-29 14:22:16.509801;0 days 00:04:44.241398;6000;395;28
;id:000602,src:000000,op:flip1,pos:6565;2019-10-29 13:44:34.717858;0.0;6000;2353;31
;id_0_4_000430;2019-10-29 14:22:23.361738;0 days 00:04:51.093335;6000;2425;105
;id:000128,src:000000,op:flip1,pos:465;2019-10-29 13:44:34.717858;0.0;6000;2323;0
;id_0_2_000442;2019-10-29 14:22:31.509663;0 days 00:04:59.241260;6000;2417;93
;id_2_0_002000;2019-10-29 21:30:25.134792;0 days 07:12:52.866389;6000;2184;257
;id_1_7_001294;2019-10-29 16:40:59.274684;0 days 02:23:27.006281;6000;2050;255
;id_3_002840;2019-10-30 05:13:44.540087;0 days 14:56:12.271684;6000;2328;252
;id_1_0_001821;2019-10-29 18:36:01.313615;0 days 04:18:29.045212;6000;771;80
;id_0_7_000770;2019-10-29 14:47:52.495679;0 days 00:30:20.227276;6000;842;310
;id_2_10_002511;2019-10-30 00:25:15.523674;0 days 10:07:43.255271;6000;820;234
;id:000582,src:000000,op:flip1,pos:6521;2019-10-29 13:44:34.717858;0.0;6000;2334;41
;id:000063,src:000000,op:flip1,pos:342,+cov;2019-10-29 13:44:34.717858;0.0;6000;2326;1
;id_2_6_002001_cov;2019-10-29 21:30:33.850709;0 days 07:13:01.582306;6000;2126;248
;id_1_6_001311;2019-10-29 16:41:32.766371;0 days 02:24:00.497968;6000;2097;230
;id_3_003324_cov;2019-10-30 09:57:45.514685;0 days 19:40:13.246282;6007;710;252
;id:000698,src:000000,op:flip1,pos:7005;2019-10-29 13:44:34.717858;0.0;6007;2341;16
;id:001011,src:000000,op:arith8,pos:48,val:-7,+cov;2019-10-29 13:44:34.717858;0.0;6007;509;88
;id_1_9_001768_cov;2019-10-29 18:04:41.691415;0 days 03:47:09.423012;6007;2307;171
;id_1_0_001432;2019-10-29 17:05:42.824761;0 days 02:48:10.556358;6007;2450;307
;id_0_2_000299;2019-10-29 14:19:22.199398;0 days 00:01:49.930995;6007;2409;89
;id_4_10_003408_cov;2019-10-30 12:30:31.397529;0 days 22:12:59.129126;6010;1753;530
;id_0_7_000566;2019-10-29 14:31:10.532897;0 days 00:13:38.264494;6010;1484;81
;id_3_11_003256;2019-10-30 08:42:05.669476;0 days 18:24:33.401073;6010;1745;569
;id:001167,src:000000,op:arith8,pos:6885,val:+13;2019-10-29 13:44:34.717858;0.0;6010;2355;50
;id_0_6_000821;2019-10-29 14:48:14.175479;0 days 00:30:41.907076;6010;2035;59
;id:001365,src:000000,op:havoc,rep:2;2019-10-29 13:44:34.717858;0.0;6010;2325;0
;id_1_7_001275;2019-10-29 16:39:55.119285;0 days 02:22:22.850882;6010;1998;78
;id_1_12_001136;2019-10-29 16:28:17.857829;0 days 02:10:45.589426;6010;783;267
;id_2_10_002704;2019-10-30 02:12:20.330883;0 days 11:54:48.062480;6010;2184;407
;id_2_002061;2019-10-29 22:32:05.427926;0 days 08:14:33.159523;6010;758;110
;id_1_7_001073_cov;2019-10-29 16:04:22.739063;0 days 01:46:50.470660;6010;1962;148
;id_1_7_001372;2019-10-29 16:51:18.900877;0 days 02:33:46.632474;6010;724;47
;id_2_4_002177;2019-10-29 22:58:27.685075;0 days 08:40:55.416672;6010;2351;199
;id:000041,src:000000,op:flip1,pos:121;2019-10-29 13:44:34.717858;0.0;6010;2326;2
;id_4_8_003412;2019-10-30 12:34:34.879271;0 days 22:17:02.610868;6010;2237;320
;id_0_2_000379;2019-10-29 14:20:48.178610;0 days 00:03:15.910207;6010;2405;83
;id_0_7_000849;2019-10-29 14:48:16.907454;0 days 00:30:44.639051;6010;2439;185
;id_0_7_000897;2019-10-29 14:48:38.607255;0 days 00:31:06.338852;6010;2390;172
;id_0_2_000511;2019-10-29 14:27:39.634835;0 days 00:10:07.366432;6010;2414;90
;id_1_3_001069;2019-10-29 16:03:09.811756;0 days 01:45:37.543353;6010;2386;121
;id_0_3_000361;2019-10-29 14:20:42.830659;0 days 00:03:10.562256;6010;2269;159
;id_1_001123;2019-10-29 16:28:14.613859;0 days 02:10:42.345456;6010;842;310
;id:001073,src:000000,op:arith8,pos:6165,val:+26;2019-10-29 13:44:34.717858;0.0;6010;2393;73
;id_0_2_000092;2019-10-29 14:15:45.365380;0.0;6010;2439;128
;id_3_12_003197;2019-10-30 08:18:14.355031;0 days 18:00:42.086628;6010;1839;638
;id_2_7_002213_cov;2019-10-29 23:05:01.449333;0 days 08:47:29.180930;6010;1736;521
;id_1_8_001083;2019-10-29 16:06:00.150137;0 days 01:48:27.881734;6010;400;85
;id:001415,src:000000,op:havoc,rep:8;2019-10-29 13:44:34.717858;0.0;6010;1065;77
;id_2_0_002250;2019-10-29 23:09:20.426881;0 days 08:51:48.158478;6010;1618;437
;id_2_8_002462_cov;2019-10-29 23:46:16.461875;0 days 09:28:44.193472;6010;842;310
;id_3_10_003189;2019-10-30 08:18:13.707037;0 days 18:00:41.438634;6010;1838;640
;id_1_001216;2019-10-29 16:32:06.739683;0 days 02:14:34.471280;6010;846;313
;id_1_2_001229;2019-10-29 16:33:55.546662;0 days 02:16:23.278259;6010;2228;251
;id_2_12_002421;2019-10-29 23:32:12.341905;0 days 09:14:40.073502;6010;1607;468
;id_1_0_001445_cov;2019-10-29 17:05:43.704753;0 days 02:48:11.436350;6010;2454;311
;id:001025,src:000000,op:arith8,pos:396,val:-20,+cov;2019-10-29 13:44:34.717858;0.0;6010;2323;2
;id_0_2_000090;2019-10-29 14:15:44.053392;0.0;6010;2422;110
;id:000886,src:000000,op:flip2,pos:6956;2019-10-29 13:44:34.717858;0.0;6010;2331;6
;id_0_2_000055;2019-10-29 14:15:33.605487;0.0;6010;2367;43
;id_3_4_002800_cov;2019-10-30 04:34:51.362177;0 days 14:17:19.093774;6010;827;165
;id_3_12_003223;2019-10-30 08:18:16.503011;0 days 18:00:44.234608;6010;1772;575
;id_2_3_002566;2019-10-30 00:36:03.873531;0 days 10:18:31.605128;6010;1705;450
;id:001002,src:000000,op:arith8,pos:29,val:+25;2019-10-29 13:44:34.717858;0.0;6010;2313;1
;id_0_10_000224;2019-10-29 14:17:25.156468;0.0;6010;2305;155
;id:001000,src:000000,op:arith8,pos:29,val:+14,+cov;2019-10-29 13:44:34.717858;0.0;6010;2316;18
;id_2_11_002238;2019-10-29 23:09:11.978961;0 days 08:51:39.710558;6010;1256;287
;id_3_9_002902;2019-10-30 06:05:23.194542;0 days 15:47:50.926139;6010;1639;484
;id:000054,src:000000,op:flip1,pos:156;2019-10-29 13:44:34.717858;0.0;6010;2327;2
;id:001077,src:000000,op:arith8,pos:6205,val:+22;2019-10-29 13:44:34.717858;0.0;6010;2393;73
;id_0_2_000135;2019-10-29 14:16:15.613104;0.0;6010;2359;37
;id_1_9_001749;2019-10-29 17:58:46.310764;0 days 03:41:14.042361;6010;2281;139
;id_3_8_003151;2019-10-30 07:49:47.579147;0 days 17:32:15.310744;6010;695;206
;id_1_5_001269;2019-10-29 16:38:58.203820;0 days 02:21:25.935417;6010;1253;95
;id:000927,src:000000,op:flip4,pos:1047,+cov;2019-10-29 13:44:34.717858;0.0;6010;2334;9
;id_3_10_002954;2019-10-30 06:11:47.246890;0 days 15:54:14.978487;6010;762;119
;id:001142,src:000000,op:arith8,pos:6676,val:+5;2019-10-29 13:44:34.717858;0.0;6010;2332;7
;id_1_8_001576;2019-10-29 17:26:06.457231;0 days 03:08:34.188828;6010;2278;243
;id:000632,src:000000,op:flip1,pos:6640,+cov;2019-10-29 13:44:34.717858;0.0;6010;2331;6
;id:000618,src:000000,op:flip1,pos:6600;2019-10-29 13:44:34.717858;0.0;6010;1171;18
;id_0_2_000381;2019-10-29 14:20:48.846604;0 days 00:03:16.578201;6010;2409;87
;id_2_002225;2019-10-29 23:05:34.381021;0 days 08:48:02.112618;6010;1608;439
;id_3_2_003342;2019-10-30 10:08:09.516802;0 days 19:50:37.248399;6010;2447;202
;id_0_10_000221;2019-10-29 14:17:25.152468;0.0;6010;727;47
;id:000419,src:000000,op:flip1,pos:6205;2019-10-29 13:44:34.717858;0.0;6010;2355;30
;id_2_10_002338;2019-10-29 23:21:48.235816;0 days 09:04:15.967413;6010;2299;222
;id_1_8_001146;2019-10-29 16:28:27.769736;0 days 02:10:55.501333;6010;2149;173
;id:000656,src:000000,op:flip1,pos:6725;2019-10-29 13:44:34.717858;0.0;6010;2367;42
;id_1_001119;2019-10-29 16:28:14.545860;0 days 02:10:42.277457;6010;699;241
;id_0_5_000220;2019-10-29 14:17:24.340476;0.0;6010;633;52
;id_1_9_001242;2019-10-29 16:36:53.884988;0 days 02:19:21.616585;6010;2326;161
;id_0_4_000212;2019-10-29 14:17:24.140478;0.0;6010;741;46
;id_0_2_000586;2019-10-29 14:34:23.543122;0 days 00:16:51.274719;6010;2377;52
;id_0_3_000360;2019-10-29 14:20:42.726660;0 days 00:03:10.458257;6010;2257;149
;id_1_1_001635;2019-10-29 17:44:00.683117;0 days 03:26:28.414714;6010;704;124
;id:000946,src:000000,op:flip4,pos:6485;2019-10-29 13:44:34.717858;0.0;6010;2358;33
;id:000832,src:000000,op:flip2,pos:6324,+cov;2019-10-29 13:44:34.717858;0.0;6010;2352;52
;id_1_6_001307;2019-10-29 16:41:25.138442;0 days 02:23:52.870039;6010;2216;285
;id_2_6_002003_cov;2019-10-29 21:30:34.246705;0 days 07:13:01.978302;6010;2117;235
;id:001421,src:000000,op:havoc,rep:16;2019-10-29 13:44:34.717858;0.0;6010;468;62
;id:000994,src:000000,op:flip32,pos:7150,+cov;2019-10-29 13:44:34.717858;0.0;6010;816;119
;id:000944,src:000000,op:flip4,pos:6479;2019-10-29 13:44:34.717858;0.0;6010;2333;8
;id_2_8_002392;2019-10-29 23:30:08.631091;0 days 09:12:36.362688;6010;2455;133
;id_1_7_001226_cov;2019-10-29 16:33:24.562953;0 days 02:15:52.294550;6010;350;67
;id:000833,src:000000,op:flip2,pos:6324,+cov;2019-10-29 13:44:34.717858;0.0;6012;2346;45
;id_1_2_001155;2019-10-29 16:29:18.505261;0 days 02:11:46.236858;6012;737;52
;id:000447,src:000000,op:flip1,pos:6285;2019-10-29 13:44:34.717858;0.0;6012;2354;33
;id_2_3_001949;2019-10-29 20:05:57.822767;0 days 05:48:25.554364;6012;654;56
;id_0_7_000180;2019-10-29 14:16:44.708838;0.0;6012;1513;91
;id_3_8_003143_cov;2019-10-30 07:49:47.563148;0 days 17:32:15.294745;6012;682;193
;id_0_4_000573;2019-10-29 14:32:38.024092;0 days 00:15:05.755689;6012;869;73
;id_2_2_002259;2019-10-29 23:12:36.121030;0 days 08:55:03.852627;6012;811;171
;id_0_2_000298;2019-10-29 14:19:22.191398;0 days 00:01:49.922995;6012;2409;89
;id_2_10_002635;2019-10-30 01:14:30.167666;0 days 10:56:57.899263;6012;2431;251
;id_0_2_000366;2019-10-29 14:20:46.266628;0 days 00:03:13.998225;6012;2393;68
;id_2_002219;2019-10-29 23:05:03.801311;0 days 08:47:31.532908;6012;1740;475
;id_3_12_003198_cov;2019-10-30 08:18:14.387030;0 days 18:00:42.118627;6013;1799;595
;id:000070,src:000000,op:flip1,pos:356,+cov;2019-10-29 13:44:34.717858;0.0;6013;2328;4
;id_0_2_000403;2019-10-29 14:21:37.906154;0 days 00:04:05.637751;6013;2396;73
;id:000231,src:000000,op:flip1,pos:983,+cov;2019-10-29 13:44:34.717858;0.0;6013;2332;7
;id_2_8_002292;2019-10-29 23:15:26.051425;0 days 08:57:53.783022;6013;1716;499
;id_3_10_003190;2019-10-30 08:18:13.811036;0 days 18:00:41.542633;6013;1812;607
;id_1_0_001793;2019-10-29 18:21:43.701790;0 days 04:04:11.433387;6013;2382;162
;id_1_001798;2019-10-29 18:25:00.239913;0 days 04:07:27.971510;6015;2300;252
;id_2_12_002544;2019-10-30 00:29:56.285013;0 days 10:12:24.016610;6015;1628;440
;id:001351,src:000000,op:havoc,rep:8;2019-10-29 13:44:34.717858;0.0;6015;2191;88
;id:001180,src:000000,op:arith8,pos:7200,val:-3;2019-10-29 13:44:34.717858;0.0;6015;2327;62
;id:000865,src:000000,op:flip2,pos:6604;2019-10-29 13:44:34.717858;0.0;6015;2327;4
;id:000274,src:000000,op:flip1,pos:1632,+cov;2019-10-29 13:44:34.717858;0.0;6015;2343;18
;id_1_5_001910;2019-10-29 19:26:49.120899;0 days 05:09:16.852496;6015;728;137
;id_0_9_000686_cov;2019-10-29 14:46:23.112502;0 days 00:28:50.844099;6015;561;157
;id_0_2_000332;2019-10-29 14:20:29.354783;0 days 00:02:57.086380;6015;2407;94
;id_0_2_000007;2019-10-29 14:15:28.353535;0.0;6015;2394;72
;id_2_10_002077;2019-10-29 22:36:49.997275;0 days 08:19:17.728872;6015;1847;171
;id_1_1_001207;2019-10-29 16:31:36.079971;0 days 02:14:03.811568;6015;754;77
;id:000689,src:000000,op:flip1,pos:6960;2019-10-29 13:44:34.717858;0.0;6015;2327;4
;id_0_7_000763;2019-10-29 14:47:52.491679;0 days 00:30:20.223276;6015;841;309
;id_3_9_003134_cov;2019-10-30 07:49:27.203341;0 days 17:31:54.934938;6016;649;172
;id_2_9_002217_cov;2019-10-29 23:05:02.689322;0 days 08:47:30.420919;6018;648;227
;id:000016,src:000000,op:flip1,pos:28;2019-10-29 13:44:34.717858;0.0;6018;2313;1
;id_1_9_001518_cov;2019-10-29 17:14:52.443593;0 days 02:57:20.175190;6018;738;88
;id_0_2_000235;2019-10-29 14:17:42.816307;0 days 00:00:10.547904;6018;2395;70
;id:000566,src:000000,op:flip1,pos:6485;2019-10-29 13:44:34.717858;0.0;6018;2351;26
;id_1_6_001600;2019-10-29 17:30:51.810543;0 days 03:13:19.542140;6018;2329;175
;id_1_3_001108;2019-10-29 16:28:12.577878;0 days 02:10:40.309475;6018;772;257
;id:000489,src:000000,op:flip1,pos:6348;2019-10-29 13:44:34.717858;0.0;6018;640;35
;id_2_4_002048;2019-10-29 22:23:57.832418;0 days 08:06:25.564015;6018;848;155
;id_0_0_000910;2019-10-29 14:50:57.405977;0 days 00:33:25.137574;6018;2399;79
;id_2_9_001957;2019-10-29 20:14:48.993756;0 days 05:57:16.725353;6018;742;91
;id:001426,src:000002,op:havoc,rep:16,+cov;2019-10-29 13:44:34.717858;0.0;6018;340;52
;id_2_10_002691;2019-10-30 02:01:58.076756;0 days 11:44:25.808353;6018;2330;184
;id_0_2_000467;2019-10-29 14:24:20.712661;0 days 00:06:48.444258;6018;2400;75
;id:001054,src:000000,op:arith8,pos:1765,val:-29,+cov;2019-10-29 13:44:34.717858;0.0;6018;2331;6
